timestamp	step	loss
1653238445602	0	0.05623386427760124
1653238522154	1	0.00996990967541933
1653238622830	2	0.008164903149008751
1653238704411	3	0.006225700955837965
1653238793703	4	0.005622681230306625
1653238872868	5	0.004637216217815876
1653238968916	6	0.004491643514484167
1653239069913	7	0.004373427480459213
1653239154954	8	0.0036179558373987675
1653239254462	9	0.00357436528429389
1653239345006	10	0.0034922384656965733
1653239424574	11	0.003442145651206374
1653239502241	12	0.003113902872428298
1653239578817	13	0.0027809315361082554
1653239658058	14	0.002944807754829526
1653239739934	15	0.0029610050842165947
1653239826925	16	0.0026382782962173223
1653239901517	17	0.0022780620492994785
1653239987699	18	0.0023555192165076733
1653240070884	19	0.002321745967492461
1653240156168	20	0.002266043797135353
1653240243385	21	0.0022397253196686506
1653240327238	22	0.002260858193039894
1653240433722	23	0.0020754141733050346
1653240510349	24	0.002193637192249298
1653240596454	25	0.0019972859881818295
1653240666093	26	0.001994913211092353
1653240753698	27	0.0018766364082694054
1653240832917	28	0.00199770531617105
1653240928804	29	0.001963564893230796
1653241016451	30	0.001753837801516056
1653241089967	31	0.002060521626845002
1653241169886	32	0.0017162259900942445
1653241244755	33	0.001733844866976142
1653241331171	34	0.00176410679705441
1653241433741	35	0.0018344935961067677
1653241508090	36	0.0016628986923024058
1653241590372	37	0.0017330783884972334
1653241678456	38	0.0016916499007493258
1653241768278	39	0.0018614483997225761
1653241852240	40	0.0014497291995212436
1653241937938	41	0.0016144418623298407
1653242023366	42	0.0018180160550400615
1653242104399	43	0.0015036053955554962
1653242187999	44	0.001490201917476952
1653242272598	45	0.0018965709023177624
1653242362448	46	0.001651618629693985
1653242449770	47	0.0015811668708920479
1653242533926	48	0.0013770520454272628
1653242612670	49	0.0014919580426067114
1653242689585	50	0.0015262883389368653
1653242756170	51	0.0015098414150997996
1653242854548	52	0.0014673847472295165
1653242938338	53	0.0014819338684901595
1653243018985	54	0.00167171994689852
1653243097023	55	0.0014394308673217893
1653243191756	56	0.0014962314162403345
1653243268822	57	0.0015920524019747972
1653243349668	58	0.0013340566074475646
1653243435914	59	0.0016166535206139088
1653243510686	60	0.001429290627129376
1653243618067	61	0.0013999033253639936
1653243719669	62	0.001335518783889711
1653243804251	63	0.0014479643432423472
1653243883705	64	0.0012926963390782475
1653243965116	65	0.001529222121462226
1653244068658	66	0.0013864368665963411
1653244148312	67	0.0012637090403586626
1653244229528	68	0.0014143678126856685
1653244319945	69	0.0014193799579516053
1653244408247	70	0.0014359040651470423
1653244491302	71	0.0013805549824610353
1653244566547	72	0.001415751758031547
1653244639556	73	0.001388471107929945
1653244711904	74	0.0013102083466947079
1653244794298	75	0.001392948324792087
1653244889504	76	0.001234950846992433
1653244983990	77	0.0013663716381415725
1653245066948	78	0.0013159741647541523
1653245153899	79	0.0013124295510351658
1653245257185	80	0.0012884372845292091
1653245329055	81	0.0010283907176926732
1653245409505	82	0.0014824578538537025
1653245483886	83	0.0013712809886783361
1653245554673	84	0.0011238512815907598
1653245636082	85	0.0014488872839137912
1653245714813	86	0.001231042086146772
1653245805097	87	0.0011439132504165173
1653245900391	88	0.0013949379790574312
1653245983431	89	0.0012315837666392326
1653246086198	90	0.0012164751533418894
1653246172548	91	0.0012235656613484025
1653246268379	92	0.0013280707644298673
1653246357521	93	0.0014305389486253262
1653246436411	94	0.0012558763846755028
1653246515329	95	0.0013327880296856165
1653246607817	96	0.0010804763296619058
1653246684431	97	0.0012100478634238243
1653246763923	98	0.0011379201896488667
1653246843429	99	0.001090012607164681
