timestamp	step	subparts_output_loss
1653261788449	0	0.017645761370658875
1653261919747	1	0.0032027827110141516
1653262036183	2	0.0027047274634242058
1653262148303	3	0.002447728766128421
1653262275798	4	0.002272239653393626
1653262409299	5	0.0021788787562400103
1653262540998	6	0.0019273266661912203
1653262657311	7	0.0019546221010386944
1653262772103	8	0.0017779304180294275
1653262869448	9	0.0015921866288408637
1653262978761	10	0.001569131389260292
1653263095128	11	0.0014030560851097107
1653263202535	12	0.0013784549664705992
1653263322378	13	0.0013029545079916716
1653263441231	14	0.001249872613698244
1653263550705	15	0.0012110002571716905
1653263677441	16	0.0011733283754438162
1653263808927	17	0.0011696399888023734
1653263908982	18	0.0011200063163414598
1653264015701	19	0.001086536212824285
1653264136871	20	0.0010781766613945365
1653264243608	21	0.0010257246904075146
1653264362797	22	0.001044224132783711
1653264468759	23	0.0009763833950273693
1653264581753	24	0.0009792058262974024
1653264710347	25	0.0009959122398868203
1653264825564	26	0.0009339042007923126
1653264941707	27	0.0009868909837678075
1653265049486	28	0.0009307150612585247
1653265172230	29	0.000922223087400198
1653265280080	30	0.000933084636926651
1653265398999	31	0.0008688496891409159
1653265524493	32	0.0009604095248505473
1653265628324	33	0.0008908156305551529
1653265755410	34	0.0008425744017586112
1653265861262	35	0.0008852010942064226
1653265957309	36	0.0008313031867146492
1653266092411	37	0.0008214609697461128
1653266204967	38	0.0008612868841737509
1653266305665	39	0.0008527488098479807
1653266429322	40	0.0008918767562136054
1653266534126	41	0.0008032788173295557
1653266643860	42	0.0008631828241050243
1653266750251	43	0.0008465992868877947
1653266906422	44	0.0007989776786416769
1653267022483	45	0.0007959498907439411
1653267130893	46	0.0008442249381914735
1653267261851	47	0.000807939562946558
1653267363287	48	0.0007765019545331597
1653267485394	49	0.0007811651448719203
1653267609354	50	0.0008383396780118346
1653267713063	51	0.0007753242389298975
1653267809248	52	0.0007717108237557113
1653267920440	53	0.0008385239052586257
1653268044260	54	0.0007419019239023328
1653268155672	55	0.0007846032967790961
1653268281188	56	0.0007602209225296974
1653268412618	57	0.0007347660139203072
1653268520550	58	0.0007873475551605225
1653268619261	59	0.0007783951587043703
1653268716511	60	0.0006928382790647447
1653268830087	61	0.0008022875990718603
1653268939308	62	0.0006979486788623035
1653269069581	63	0.0007182062836363912
1653269206820	64	0.0007284058374352753
1653269339886	65	0.0007477017352357507
1653269453239	66	0.0007466271636076272
1653269574984	67	0.000745378143619746
1653269695049	68	0.0007077005575411022
1653269798508	69	0.000701252487488091
1653269906689	70	0.0006750536267645657
1653270005934	71	0.0006726979045197368
1653270107774	72	0.0006928429356776178
1653270249333	73	0.000750559673178941
1653270350948	74	0.0007398806046694517
1653270469818	75	0.0006540869362652302
1653270568369	76	0.0007390762330032885
1653270679166	77	0.0006965970969758928
1653270778549	78	0.0007549421861767769
1653270871203	79	0.0006823091534897685
1653270995341	80	0.0006956144352443516
1653271115483	81	0.0007034867303445935
1653271244367	82	0.0006814001826569438
1653271336472	83	0.0007620393298566341
1653271438701	84	0.0006781630218029022
1653271544042	85	0.0006577682797797024
1653271652580	86	0.0007210244075395167
1653271767175	87	0.0007272394141182303
1653271890001	88	0.0006463010213337839
1653271978010	89	0.0007161109824664891
1653272078801	90	0.0006441089790314436
1653272185251	91	0.0006866469047963619
1653272303952	92	0.0006402386352419853
1653272432307	93	0.0006591940182261169
1653272545316	94	0.0006156773306429386
1653272660968	95	0.0007428782992064953
1653272790668	96	0.0006705764099024236
1653272907182	97	0.0006440533325076103
1653273018639	98	0.0005946630262769759
1653273119434	99	0.0006795949884690344
1653273240302	100	0.0007083059172146022
1653273350167	101	0.000580641848500818
1653273492021	102	0.0006372248753905296
1653273609397	103	0.0006664418615400791
1653273738747	104	0.0006545019568875432
1653273854855	105	0.0006356686935760081
1653273936785	106	0.0006427866173908114
1653274051981	107	0.0006884993053972721
1653274170075	108	0.0006812314386479557
1653274293433	109	0.0007274341769516468
1653274398517	110	0.0006506733479909599
1653274499489	111	0.0006409161724150181
1653274590653	112	0.0006091121467761695
1653274689128	113	0.0006128217792138457
1653274821488	114	0.000592548749409616
1653274934526	115	0.0006147907115519047
1653275043168	116	0.0006089211674407125
1653275165242	117	0.0005992349470034242
1653275289407	118	0.0006470204680226743
1653275378303	119	0.0005929116159677505
1653275481400	120	0.000591808173339814
1653275609679	121	0.0006418119301088154
1653275724254	122	0.0005805001710541546
1653275829752	123	0.0006672684685327113
1653275946019	124	0.0006379687110893428
1653276049971	125	0.00059231196064502
1653276163763	126	0.0006226341938599944
1653276286884	127	0.000624565058387816
1653276402435	128	0.0006482393364422023
1653276516674	129	0.0006213237647898495
1653276625062	130	0.0006299830856733024
1653276733896	131	0.0006265322444960475
1653276874391	132	0.0006734683411195874
1653276986427	133	0.0005880619282834232
1653277096110	134	0.0005772505537606776
1653277217158	135	0.0006202940130606294
1653277337429	136	0.0005802030209451914
1653277470732	137	0.0006082460749894381
1653277593812	138	0.0005815720069222152
1653277746884	139	0.0006416970281861722
1653277879239	140	0.0006623910740017891
1653277980581	141	0.0006370833143591881
1653278085197	142	0.0005973450606688857
1653278209039	143	0.0005969700869172812
1653278302930	144	0.0005980527494102716
1653278423252	145	0.0005235570715740323
1653278525465	146	0.0005967913893982768
1653278651302	147	0.0006005283212289214
1653278764811	148	0.0006003539310768247
1653278892611	149	0.0005972611834295094
1653279003805	150	0.0006988403620198369
1653279105909	151	0.0006075003184378147
1653279206053	152	0.0006252586026675999
1653279313394	153	0.000663381943013519
1653279418041	154	0.000567906885407865
1653279528047	155	0.000534609891474247
1653279636218	156	0.0006169351981952786
1653279781390	157	0.0006010483484715223
1653279893311	158	0.0006020413129590452
1653280000073	159	0.0005749301635660231
1653280102772	160	0.0006419944693334401
1653280221136	161	0.0005497070378623903
1653280349223	162	0.000596452911850065
1653280466049	163	0.0005601837183348835
1653280580359	164	0.0005521668936125934
1653280673609	165	0.0005660639144480228
1653280788657	166	0.000513065664563328
1653280898420	167	0.0005759419873356819
1653281005301	168	0.0005854264018125832
1653281113307	169	0.0005866811843588948
1653281215151	170	0.0005702247144654393
1653281342389	171	0.0005727049428969622
1653281453679	172	0.0005684396019205451
1653281546049	173	0.000551472941879183
1653281643475	174	0.0006365741137415171
1653281741317	175	0.0005631464882753789
1653281850776	176	0.0005201170570217073
1653281954691	177	0.0005105798481963575
1653282079747	178	0.000595224613789469
1653282192392	179	0.0005885552964173257
1653282304423	180	0.0005344600649550557
1653282431937	181	0.0005732818972319365
1653282556986	182	0.0005861922982148826
1653282657645	183	0.0005939424154348671
1653282769316	184	0.0004994069458916783
1653282896172	185	0.0005594402900896966
1653283013510	186	0.0005708823446184397
1653283122192	187	0.0005616853013634682
1653283261273	188	0.0005931612686254084
1653283378430	189	0.0005692457198165357
1653283504988	190	0.0005444448906928301
1653283610530	191	0.0005369458813220263
1653283709625	192	0.0005150754586793482
1653283826829	193	0.0005294390139169991
1653283955709	194	0.0005587012274190784
1653284060575	195	0.0005587234045378864
1653284169590	196	0.0005722016794607043
1653284291050	197	0.0005730648408643901
1653284395027	198	0.0005481527769006789
1653284510214	199	0.0005607119528576732
1653284615842	200	0.0005900857504457235
1653284724370	201	0.0005910819163545966
1653284844087	202	0.0005353710148483515
1653284984404	203	0.0005423944676294923
1653285093891	204	0.0004940261715091765
1653285198443	205	0.0005301398341543972
1653285304830	206	0.0005048944731242955
1653285414831	207	0.0005576972616836429
1653285522979	208	0.0005718604661524296
1653285640473	209	0.0005666383076459169
1653285741563	210	0.000544618524145335
1653285842222	211	0.0005580660654231906
1653285969767	212	0.0005496075609698892
1653286085283	213	0.0005853152833878994
1653286189667	214	0.0005305515951476991
1653286290459	215	0.0006052000680938363
1653286410555	216	0.0005023357807658613
1653286506613	217	0.0006076203426346183
1653286617696	218	0.000490349717438221
1653286737804	219	0.0005313533474691212
1653286852409	220	0.0005102564464323223
1653286966429	221	0.0005288180545903742
1653287075963	222	0.0005485703586600721
1653287190000	223	0.0004923335509374738
1653287301685	224	0.0005662665935233235
1653287414354	225	0.00047950170119293034
1653287532456	226	0.0005956704844720662
1653287652606	227	0.0005055752699263394
1653287761120	228	0.0005063015851192176
1653287881032	229	0.0005417454522103071
1653288001250	230	0.0005157928098924458
1653288113882	231	0.000484014191897586
1653288221520	232	0.0005184317124076188
1653288328280	233	0.0005374595639295876
1653288446406	234	0.0005527264438569546
1653288537265	235	0.0005161481094546616
1653288651395	236	0.0005320464842952788
1653288751767	237	0.000523644732311368
1653288860290	238	0.0005079749971628189
1653288996688	239	0.0005427130963653326
1653289110499	240	0.0005001037498004735
1653289242584	241	0.0005902930279262364
1653289337973	242	0.0005404924158938229
1653289442908	243	0.0005387982819229364
1653289554146	244	0.0005521726561710238
1653289657904	245	0.0004992068279534578
1653289757735	246	0.0005418303771875799
1653289906286	247	0.0005125492461957037
1653290022845	248	0.0005034378846175969
1653290121660	249	0.00047134747728705406
1653290244738	250	0.0004988026339560747
1653290362231	251	0.0005202357424423099
1653290475743	252	0.0006216428009793162
1653290600470	253	0.0005357984919101
1653290711694	254	0.0005370029830373824
1653290816352	255	0.00047112899483181536
1653290938485	256	0.0005609940853901207
1653291054232	257	0.00047313247341662645
1653291180051	258	0.000541352666914463
1653291320416	259	0.0005420169909484684
