timestamp	step	main_output_loss
1654103986605	0	0.021657871082425117
1654104129450	1	0.004770110826939344
1654104260256	2	0.0033498266711831093
1654104389270	3	0.002736238297075033
1654104518308	4	0.0023173661902546883
1654104630636	5	0.002101688412949443
1654104770572	6	0.001877516508102417
1654104894440	7	0.0016619208035990596
1654104999000	8	0.0015152698615565896
1654105150361	9	0.0014568795450031757
1654105257950	10	0.0012880053836852312
1654105390663	11	0.0012633723672479391
1654105510750	12	0.0011522553395479918
1654105627553	13	0.0012668664567172527
1654105756824	14	0.0010312153026461601
1654105891998	15	0.001020872499793768
1654106039580	16	0.0010445868829265237
1654106155578	17	0.0009534275159239769
1654106290787	18	0.0010266018798574805
1654106411316	19	0.0008091222844086587
1654106520558	20	0.0009666849509812891
1654106630469	21	0.0008097311365418136
1654106740931	22	0.0008208223152905703
1654106847193	23	0.000901653605978936
1654106976274	24	0.0007003649370744824
1654107113355	25	0.0007759696454741061
1654107238013	26	0.0007624767022207379
1654107350434	27	0.0007551793823949993
1654107467922	28	0.0007101042428985238
1654107599652	29	0.0007306920015253127
1654107704040	30	0.0007185869035311043
1654107812560	31	0.0006562334019690752
1654107957536	32	0.0006301940884441137
1654108086999	33	0.0007502459338866174
1654108197110	34	0.0007044823141768575
1654108304519	35	0.000632642419077456
1654108434888	36	0.0006840641144663095
1654108536127	37	0.0006035895785316825
1654108647691	38	0.0005996194668114185
1654108806236	39	0.0005766048561781645
1654108926685	40	0.0007090985891409218
1654109043907	41	0.0006862450973130763
1654109170068	42	0.0006541818147525191
1654109287006	43	0.0006524157943204045
1654109413422	44	0.0006075087585486472
1654109572701	45	0.0005775289027951658
1654109708802	46	0.0006770254694856703
1654109814669	47	0.0005056184600107372
1654109926958	48	0.0006251364829950035
1654110055620	49	0.0006123382481746376
1654110190168	50	0.0005658627487719059
1654110307331	51	0.000499583431519568
1654110435048	52	0.000714123947545886
1654110556927	53	0.0006061589810997248
1654110664254	54	0.0004920849460177124
1654110809495	55	0.0005496514495462179
1654110941670	56	0.0005689545650966465
1654111066919	57	0.0004816049477085471
1654111187947	58	0.0004941441002301872
1654111347025	59	0.0004873664292972535
1654111450001	60	0.0004844323266297579
1654111556599	61	0.0006045734044164419
1654111675170	62	0.0005651595420204103
1654111783864	63	0.0005252701230347157
1654111900059	64	0.0004737054114229977
1654112017909	65	0.00048600297304801643
1654112125086	66	0.0004739621945191175
1654112236634	67	0.0005007073632441461
1654112351261	68	0.00047967556747607887
1654112510149	69	0.0004813434206880629
1654112659481	70	0.0005998175474815071
1654112780789	71	0.0004499251954257488
1654112956527	72	0.0005781511426903307
1654113062501	73	0.0003966844524256885
1654113207925	74	0.00047464342787861824
1654113308869	75	0.00048759381752461195
1654113446661	76	0.0005045313155278563
1654113587810	77	0.0004483108932618052
1654113693022	78	0.00048751337453722954
1654113881548	79	0.0005986896576359868
1654114013190	80	0.0004025870293844491
1654114134373	81	0.0005331128486432135
1654114249112	82	0.0004545529081951827
1654114373007	83	0.0004927764530293643
1654114491469	84	0.0005167784984223545
1654114596358	85	0.00045102942385710776
1654114720306	86	0.000518234446644783
1654114837718	87	0.0005914815701544285
