timestamp	step	loss
1654421027139	0	0.030408235266804695
1654421190804	1	0.006649159360677004
1654421324810	2	0.005271261092275381
1654421470421	3	0.004396908450871706
1654421622458	4	0.0038479212671518326
1654421770403	5	0.0033822867553681135
1654421910287	6	0.003075843444094062
1654422056057	7	0.002732144668698311
1654422192195	8	0.0026402559597045183
1654422362459	9	0.00243783718906343
1654422505231	10	0.0022746101021766663
1654422660390	11	0.002217525616288185
1654422815528	12	0.002142214449122548
1654422937833	13	0.002087840111926198
1654423088807	14	0.001972686033695936
1654423235875	15	0.0019096791511401534
1654423361603	16	0.001887275604531169
1654423519352	17	0.0018997014267370105
1654423673686	18	0.0018938482971861959
1654423848055	19	0.0017936216900125146
1654423978396	20	0.0016871009720489383
1654424121171	21	0.00158449518494308
1654424291607	22	0.0016486967215314507
1654424442271	23	0.0016082554357126355
1654424586138	24	0.0015491880476474762
1654424739481	25	0.0015292357420548797
1654424899420	26	0.0016079117776826024
1654425049392	27	0.0015716785565018654
1654425182006	28	0.001595175825059414
1654425341311	29	0.0015217963373288512
1654425510511	30	0.0014813272282481194
1654425645857	31	0.0015116161666810513
1654425828170	32	0.0015795213403180242
1654425986578	33	0.001282965880818665
1654426158966	34	0.0014106606831774116
1654426317335	35	0.0013512002769857645
1654426473452	36	0.0013246582821011543
1654426634200	37	0.001365557429380715
1654426795644	38	0.0014214892871677876
1654426970933	39	0.001349927275441587
1654427115761	40	0.001277608098462224
1654427269783	41	0.0013163397088646889
1654427420278	42	0.0013205509167164564
1654427582750	43	0.001414572005160153
1654427727514	44	0.0013087940169498324
1654427875818	45	0.0012931431410834193
1654428010983	46	0.0012852161889895797
1654428149776	47	0.0013032655697315931
1654428288459	48	0.001300958450883627
1654428456922	49	0.0013424261705949903
1654428630600	50	0.0012266533449292183
1654428789889	51	0.0012835204834118485
1654428949302	52	0.001150048803538084
1654429114862	53	0.001199933816678822
1654429248673	54	0.0012136108707636595
1654429394537	55	0.0012613352155312896
1654429560811	56	0.0011681071482598782
1654429712031	57	0.0011967361206188798
1654429900800	58	0.001212668837979436
1654430056720	59	0.0012317100772634149
1654430212054	60	0.0011893509654328227
1654430367242	61	0.0011131628416478634
1654430536679	62	0.0011961827985942364
1654430677980	63	0.0011201167944818735
1654430823570	64	0.0012808876344934106
1654430994670	65	0.001163506880402565
1654431142114	66	0.0010370102245360613
1654431313213	67	0.0010887478711083531
1654431474460	68	0.001227790955454111
1654431618617	69	0.0010718598496168852
1654431775555	70	0.001124720904044807
1654431913169	71	0.0012186116073280573
1654432067004	72	0.0010867886012420058
1654432210247	73	0.0010550895240157843
1654432366179	74	0.001081901486031711
1654432508873	75	0.0010930103017017245
1654432665096	76	0.0010693705407902598
1654432807949	77	0.001077108783647418
1654432932910	78	0.0011690587271004915
1654433095996	79	0.001089991768822074
1654433241309	80	0.0011024330742657185
1654433375767	81	0.0011122549185529351
1654433524469	82	0.0010764924809336662
1654433657890	83	0.0010345270857214928
1654433808087	84	0.0011728010140359402
1654433963850	85	0.0012405497254803777
1654434110832	86	0.0010748134227469563
1654434264138	87	0.0010495755122974515
1654434440848	88	0.0010975203476846218
1654434620452	89	0.0010130757000297308
1654434762020	90	0.0010860784677788615
1654434902635	91	0.0010565208503976464
1654435063032	92	0.0010388182708993554
1654435213397	93	0.0010782730532810092
1654435358695	94	0.0010261707939207554
1654435499740	95	0.001048682606779039
1654435660979	96	0.0010030062403529882
1654435809705	97	0.0009958557784557343
1654435971827	98	0.000994124449789524
1654436151067	99	0.0009879962308332324
1654436299517	100	0.0009893119568005204
1654436428153	101	0.0011227844515815377
1654436569121	102	0.00115785573143512
1654436711078	103	0.000969397893641144
1654436840896	104	0.0009694825857877731
1654436973813	105	0.0009967094520106912
1654437113269	106	0.0009922536555677652
1654437254235	107	0.0010430675465613604
1654437403205	108	0.0010327411582693458
1654437583692	109	0.0009968539234250784
1654437732335	110	0.0008984407177194953
1654437906719	111	0.001053312444128096
1654438069545	112	0.0010098750935867429
1654438209628	113	0.0010282349539920688
1654438340982	114	0.0009480399312451482
1654438480518	115	0.0009209999116137624
1654438628306	116	0.0010137633653357625
1654438763694	117	0.0010986757697537541
1654438917637	118	0.001012017484754324
1654439090578	119	0.0009820666164159775
1654439224402	120	0.0009656689362600446
1654439383878	121	0.0010263912845402956
1654439544629	122	0.0008768830448389053
1654439689383	123	0.0009635428432375193
1654439831815	124	0.0009355125948786736
1654439977456	125	0.0009865125175565481
1654440140341	126	0.000996968592517078
1654440273113	127	0.0009462572052143514
1654440424873	128	0.0009742717957124114
1654440620608	129	0.0009070438100025058
1654440780981	130	0.0008977096294984221
1654440912452	131	0.0009837046964094043
1654441063129	132	0.001019225106574595
1654441229227	133	0.000908688351046294
1654441376982	134	0.0008611153461970389
1654441519386	135	0.000990541884675622
1654441675154	136	0.0008740940829738975
1654441809935	137	0.0009379378752782941
1654441970721	138	0.0008552153594791889
1654442111472	139	0.00104233855381608
1654442262470	140	0.0009974183049052954
1654442416190	141	0.0008595712133683264
1654442534575	142	0.000905191816855222
1654442690668	143	0.0009101993055082858
1654442864707	144	0.0008505460573360324
1654443051765	145	0.0009865941246971488
1654443221207	146	0.0008972975774668157
1654443367141	147	0.0010953550226986408
