timestamp	step	loss
1654195293087	0	0.043012939393520355
1654195372285	1	0.009999716654419899
1654195466771	2	0.00759227154776454
1654195538880	3	0.006312559824436903
1654195616712	4	0.0056904577650129795
1654195690679	5	0.004658617544919252
1654195790587	6	0.004595616366714239
1654195874663	7	0.003979917149990797
1654195960069	8	0.003764733439311385
1654196075107	9	0.003463005181401968
1654196157170	10	0.003258593613281846
1654196243232	11	0.0030623942147940397
1654196333841	12	0.0031592620071023703
1654196428843	13	0.0028217157814651728
1654196513837	14	0.002784427022561431
1654196600684	15	0.0025540741626173258
1654196679919	16	0.0025906581431627274
1654196775484	17	0.0024179688189178705
1654196860160	18	0.0022368626669049263
1654196970952	19	0.00241820584051311
1654197054282	20	0.0022856176365166903
1654197128186	21	0.00220837933011353
1654197209558	22	0.0021385126747190952
1654197314539	23	0.0023131598718464375
1654197395783	24	0.0021826077718287706
1654197474049	25	0.0018151466501876712
1654197574241	26	0.0019565627444535494
1654197683400	27	0.0020732234697788954
1654197754712	28	0.0020060569513589144
1654197885582	29	0.0019379227887839079
1654197982212	30	0.0016173392068594694
1654198072746	31	0.0018165787914767861
1654198155273	32	0.0016065911622717977
1654198261769	33	0.0018903912277892232
1654198367397	34	0.0016424373025074601
1654198465354	35	0.0017034444026648998
1654198548692	36	0.0016871948027983308
1654198640822	37	0.0015451369108632207
1654198740832	38	0.0016767139313742518
1654198850247	39	0.0018259105272591114
1654198938551	40	0.00169816380366683
1654199024072	41	0.0016652772901579738
1654199108097	42	0.001710088225081563
1654199186658	43	0.0015214058803394437
1654199261892	44	0.0015747620491310954
1654199343064	45	0.0015260014915838838
1654199447157	46	0.0018180841580033302
1654199515753	47	0.0013585399137809873
1654199580146	48	0.0014486266300082207
1654199715270	49	0.0012975888093933463
1654199788975	50	0.0016633453778922558
1654199894253	51	0.001539046410471201
1654199991283	52	0.0015701367519795895
1654200081848	53	0.0014690016396343708
1654200172224	54	0.0016466586384922266
1654200265486	55	0.0013329321518540382
1654200342213	56	0.0015914387768134475
1654200443032	57	0.001516390941105783
1654200529891	58	0.001375184627249837
1654200625485	59	0.0014792372239753604
1654200729627	60	0.0014528699684888124
1654200819032	61	0.0014233483234420419
1654200894020	62	0.0013728301273658872
1654200992158	63	0.0014528289902955294
1654201068812	64	0.0014179438585415483
1654201171369	65	0.0013302677543833852
1654201261171	66	0.0014385497197508812
1654201342098	67	0.0013892542337998748
1654201416550	68	0.0015063436003401875
1654201525208	69	0.0014614543179050088
1654201625490	70	0.0014368664706125855
1654201728080	71	0.0013677903916686773
1654201808280	72	0.0015392058994621038
1654201888060	73	0.001316388719715178
1654201970424	74	0.001318759168498218
1654202052607	75	0.0012237547198310494
1654202136740	76	0.0014430071460083127
1654202222654	77	0.0013110795989632607
1654202332093	78	0.0013424395583570004
1654202463311	79	0.001275206683203578
1654202569516	80	0.001348091522231698
1654202660720	81	0.0011380647774785757
1654202761013	82	0.001255977782420814
1654202856679	83	0.0012050768127664924
1654202937050	84	0.0012729018926620483
1654203033830	85	0.0012910731602460146
1654203130203	86	0.001468214555643499
1654203222713	87	0.0012307957513257861
1654203333029	88	0.0014135022647678852
1654203435169	89	0.0012367821764200926
1654203514765	90	0.001438500708900392
1654203610037	91	0.0013284338638186455
1654203697728	92	0.001153702149167657
1654203797974	93	0.001353185041807592
1654203883388	94	0.0011756857857108116
1654203992034	95	0.0014725299552083015
1654204077744	96	0.0010662293061614037
1654204176847	97	0.0013534985482692719
1654204269407	98	0.0012907024938613176
1654204385545	99	0.0013782731257379055
