timestamp	step	train_main_ap
1654055314399	0	0.007521904563695777
1654055506808	1	0.008185646093270011
1654055697232	2	0.0072407678513558595
1654055869614	3	0.020249345822045968
1654056059898	4	0.021400882963621665
1654056240625	5	0.030762159547084486
1654056439885	6	0.038434472834115815
1654056660821	7	0.042016781672798334
1654056857145	8	0.04631515143802082
1654057050568	9	0.08492460801633726
1654057248882	10	0.09487637528294932
1654057429480	11	0.08989655614984127
1654057618722	12	0.09077533153084681
1654057834942	13	0.10719824052118732
1654058039556	14	0.15797847412037685
1654058241865	15	0.18890515469559793
1654058426922	16	0.15741022197238713
1654058611398	17	0.18654301771947174
1654058799624	18	0.20495246770366923
1654059005262	19	0.19958399951644462
1654059185687	20	0.21783392059892848
1654059366058	21	0.1801212614776723
1654059545873	22	0.259021879926165
1654059731507	23	0.32507198385268876
1654059940342	24	0.2748920017801853
1654060135305	25	0.2998823148214773
1654060333363	26	0.26116815192086074
1654060518942	27	0.25011465166304847
1654060721416	28	0.36939883803645235
1654060910750	29	0.3511768080514368
1654061093254	30	0.367486280652802
1654061277228	31	0.4242486050354136
1654061489665	32	0.3667831833659292
1654061675500	33	0.39834469540555817
1654061879618	34	0.37208529715285377
1654062067565	35	0.3662936487080274
1654062243929	36	0.41502465945789774
1654062438107	37	0.43233367598750044
1654062625481	38	0.44992614131490016
1654062820300	39	0.48491441251468104
1654063012173	40	0.5000965106443587
1654063207114	41	0.4264448756599744
1654063414225	42	0.46611912498840313
1654063597297	43	0.5782985915776141
1654063797932	44	0.5450399045650569
1654063993091	45	0.42591553632068474
1654064175449	46	0.5118726480671152
1654064389053	47	0.5568404908084895
1654064586272	48	0.46473620300376106
1654064773519	49	0.497808602973087
1654064971629	50	0.46552872816501645
1654065165444	51	0.5336087688880274
1654065355820	52	0.5417556399503995
1654065542599	53	0.5231595986572013
1654065718862	54	0.5910004122513375
1654065904054	55	0.517988436656239
1654066106770	56	0.559079052715079
1654066313856	57	0.5060743229125442
1654066499379	58	0.5862318883276936
1654066696459	59	0.6373851217951845
1654066902835	60	0.520897425126123
1654067080593	61	0.5995725399518723
1654067281355	62	0.5915713735095919
1654067470146	63	0.6262816762099684
1654067676962	64	0.5989566831101125
1654067885677	65	0.6523632399261386
1654068076586	66	0.6099172188772704
1654068265993	67	0.5767561464159043
1654068457380	68	0.5917811654321691
1654068629483	69	0.6252837589306269
1654068808962	70	0.6599371624477982
1654069004983	71	0.6821731515680439
1654069191544	72	0.6764477095844837
1654069367630	73	0.6963844752372282
1654069561200	74	0.6049162751551918
1654069735520	75	0.6785011153818521
1654069915175	76	0.6708192227556299
1654070107190	77	0.6763331717659691
1654070306181	78	0.6227446604853034
1654070493558	79	0.6367978919194487
1654070693451	80	0.6683848492681038
1654070879026	81	0.6797234220897004
1654071064733	82	0.6350594458048414
1654071258638	83	0.6994587549393052
1654071455060	84	0.7070229963371456
1654071660845	85	0.6507514986852021
1654071837114	86	0.6450456665600001
1654072030938	87	0.6875799998360592
1654072212025	88	0.6511985243648651
1654072416221	89	0.6770737881447808
1654072603774	90	0.7005963069852816
1654072797330	91	0.7269577943012486
1654073014445	92	0.6845423105736144
1654073198930	93	0.7191090409854131
1654073391403	94	0.7347006770105063
1654073571378	95	0.738061298706151
1654073769005	96	0.6921904722265271
1654073946283	97	0.7540812019184966
1654074127989	98	0.7162227191787092
1654074318484	99	0.7317939307331973
