timestamp	step	train_subparts_ap
1654195301102	0	0.0
1654195378068	1	0.0
1654195472616	2	0.0
1654195544705	3	0.0
1654195622543	4	0.0
1654195696552	5	0.0015789382613510521
1654195796699	6	0.003413606614300836
1654195880546	7	0.010650999843534511
1654195965931	8	0.01600584745658999
1654196080919	9	0.03438440711385961
1654196163128	10	0.06279198591526727
1654196249127	11	0.0829163725093853
1654196339635	12	0.08708895561051735
1654196434798	13	0.10936145177472982
1654196519710	14	0.13197441968234205
1654196606588	15	0.12025497647370295
1654196685789	16	0.1397664689987181
1654196782297	17	0.14171927310341886
1654196866203	18	0.18293001125748487
1654196976940	19	0.17934843500619557
1654197060210	20	0.16789420248614578
1654197134135	21	0.21837069257710756
1654197215519	22	0.23011682206744835
1654197320553	23	0.19043577670069384
1654197401694	24	0.22415593815419035
1654197480105	25	0.1594146772644292
1654197580204	26	0.2398158838573886
1654197689422	27	0.21373244678358758
1654197760832	28	0.2946458937251454
1654197891652	29	0.24673611550610486
1654197988206	30	0.2696401014130865
1654198078941	31	0.2762355264022075
1654198161165	32	0.2619868045352195
1654198267776	33	0.28561975272788714
1654198373390	34	0.2921255942904135
1654198471477	35	0.2864511820126837
1654198554622	36	0.266371891913763
1654198646778	37	0.28553002011056583
1654198746772	38	0.2956449393105526
1654198856302	39	0.3109633713713218
1654198944617	40	0.29110910424299397
1654199029950	41	0.24707926305229838
1654199114205	42	0.29442228367593215
1654199192573	43	0.3379910690725986
1654199267825	44	0.27727055660056577
1654199349153	45	0.3141916671053644
1654199453135	46	0.33134994057711115
1654199521774	47	0.3606263196899612
1654199586248	48	0.3220199062714837
1654199721217	49	0.36380815588370313
1654199794966	50	0.3594530206901573
1654199900377	51	0.3026361419377589
1654199997244	52	0.3403700248404753
1654200087887	53	0.3543401518438387
1654200178153	54	0.32204361892664
1654200271682	55	0.33114246933727104
1654200348205	56	0.36765238982486753
1654200449101	57	0.3469781636307887
1654200535889	58	0.34081570441269615
1654200631605	59	0.3776852166193312
1654200735717	60	0.3820046510582532
1654200825128	61	0.3694040580555198
1654200899993	62	0.3530902084167391
1654200998188	63	0.357554196959123
1654201074862	64	0.3976906522867594
1654201177514	65	0.39771379269069723
1654201267260	66	0.40047160539078347
1654201348104	67	0.3721375568952888
1654201422588	68	0.33935273964132284
1654201531266	69	0.39489583720409016
1654201631724	70	0.39691683807785605
1654201734189	71	0.3805274752372077
1654201814304	72	0.4157983365035457
1654201894162	73	0.39087808129248325
1654201976515	74	0.42766065059829916
1654202058661	75	0.4405975451664928
1654202142757	76	0.36837215375591376
1654202228774	77	0.4202223830574573
1654202338089	78	0.3964155190034132
1654202469335	79	0.4258895694468031
1654202575572	80	0.4178031786500018
1654202666887	81	0.4177133457557827
1654202767061	82	0.3944720840015717
1654202862768	83	0.3803241507200541
1654202943116	84	0.3985914976397531
1654203039886	85	0.44095602988958477
1654203136214	86	0.408389009290309
1654203228757	87	0.43265232904099776
1654203339032	88	0.3462538757366867
1654203441260	89	0.42651599674367713
1654203520868	90	0.4240215597234474
1654203615982	91	0.34649284029204197
1654203703830	92	0.43540153388604896
1654203804077	93	0.44980495896001244
1654203889544	94	0.44527870797803126
1654203998173	95	0.4305975212455888
1654204083825	96	0.4589514098481782
1654204182956	97	0.4738225835400144
1654204275531	98	0.44701929403775337
1654204391732	99	0.47211601544255444
