timestamp	step	train_subparts_ap
1654221669684	0	0.0
1654221766191	1	0.0
1654221855543	2	0.0
1654221935802	3	0.0
1654222019955	4	0.0
1654222118523	5	0.0003266787658802178
1654222235484	6	0.002921095843055915
1654222326028	7	0.00919185754129781
1654222402413	8	0.017786978196645452
1654222489291	9	0.048618260509692354
1654222574047	10	0.060367164148434606
1654222664203	11	0.08280037034551785
1654222747092	12	0.08559783198675407
1654222832317	13	0.1322040080008145
1654222930981	14	0.11705819878089352
1654223001357	15	0.14828156418251562
1654223109640	16	0.14932348112565272
1654223191107	17	0.14026665814630698
1654223269932	18	0.17518243676082612
1654223393684	19	0.1879485591352722
1654223484712	20	0.2086469814233302
1654223577023	21	0.14120848047532975
1654223649131	22	0.21766483586403104
1654223740892	23	0.19875684463938542
1654223836403	24	0.2507656753268612
1654223926121	25	0.23929172940317422
1654224006745	26	0.22939678246396478
1654224100434	27	0.24750794688286062
1654224179125	28	0.28251426666301527
1654224285604	29	0.2834618859372888
1654224381703	30	0.26647080016780644
1654224470109	31	0.2396635854605497
1654224551156	32	0.30462522541437187
1654224636813	33	0.30433625837049005
1654224742834	34	0.2809781395548709
1654224844592	35	0.3187657332612298
1654224937701	36	0.2864051032110162
1654225043466	37	0.29040683691826297
1654225154465	38	0.32585650624906115
1654225263457	39	0.3230610820130186
1654225369192	40	0.3427362271923615
1654225456192	41	0.33772813715073596
1654225537908	42	0.3213727450937143
1654225618228	43	0.3287747117895453
1654225716002	44	0.289557386062972
1654225798359	45	0.3497586775169159
1654225888687	46	0.3484805709370531
1654225969994	47	0.33467069999956006
1654226048289	48	0.30758245556388936
1654226136940	49	0.3840879330851384
1654226242541	50	0.38741321756454283
1654226335046	51	0.37111465215089284
1654226434972	52	0.34158606732047414
1654226524862	53	0.3316121155313391
1654226624220	54	0.35198819021307226
1654226707122	55	0.32953585596945933
1654226795788	56	0.39466005591621756
1654226886520	57	0.3813783312619423
1654226968601	58	0.3491344077018821
1654227071606	59	0.38378614893162555
1654227161931	60	0.36053560587025013
1654227248610	61	0.3675018293063101
1654227329238	62	0.3903918451429135
1654227425613	63	0.34992382575350844
1654227512296	64	0.3597702658150298
1654227610245	65	0.4066155153870173
1654227700073	66	0.39692806012269716
1654227779235	67	0.33603464664341776
1654227856987	68	0.3150156123892248
1654227972308	69	0.42600674251725995
1654228070207	70	0.4091576885911868
1654228167862	71	0.4128888756122695
1654228268822	72	0.40773721421081033
1654228365423	73	0.4250287673428763
1654228456926	74	0.4008342499280041
1654228534825	75	0.40790711194129226
1654228612602	76	0.42933891871840263
1654228699141	77	0.4164340362883307
1654228780319	78	0.3966822526580365
1654228871032	79	0.4033730377778249
1654228954098	80	0.473296490950759
1654229058054	81	0.3348515843786263
1654229160752	82	0.4091255423704616
1654229254314	83	0.3884168671012895
1654229346647	84	0.43663134627389766
1654229429949	85	0.3928682297380971
1654229514848	86	0.40382227052232733
1654229600279	87	0.4327122883132476
1654229702675	88	0.42140030212614016
1654229815308	89	0.43598019216002054
1654229893913	90	0.41027488819419894
1654229978470	91	0.41771964394004035
1654230060492	92	0.44276767101578185
1654230137186	93	0.47855221546775195
1654230228696	94	0.4327257423004647
1654230319447	95	0.46373396588271504
1654230397256	96	0.4614935792751572
1654230503625	97	0.49695292942225083
1654230594468	98	0.43583259596387985
1654230691538	99	0.47785595988290125
