timestamp	step	train_main_ap
1654398285704	0	0.0015169942581392108
1654398377613	1	0.008497168874496835
1654398474550	2	0.012137368760762502
1654398556237	3	0.009548210033517796
1654398634554	4	0.014532840212023184
1654398721482	5	0.027836288596712208
1654398801700	6	0.041942922130885685
1654398877723	7	0.058671698616937475
1654398970631	8	0.0638124144673102
1654399066436	9	0.09911161589730104
1654399155201	10	0.10641342987462768
1654399249914	11	0.08990004042431655
1654399345618	12	0.09505844846825993
1654399417381	13	0.13905643612632845
1654399528434	14	0.164946114271932
1654399609800	15	0.13474476015183195
1654399696701	16	0.14543715005486518
1654399788449	17	0.18456236435609505
1654399886618	18	0.18809548640349433
1654399986172	19	0.2296341572965026
1654400080645	20	0.27377286132933026
1654400155837	21	0.19054802945279273
1654400236030	22	0.2469547571408093
1654400323536	23	0.28290530170667216
1654400412631	24	0.30086667589960786
1654400502556	25	0.31339144775602507
1654400588099	26	0.30711343513842865
1654400700498	27	0.3064482810831411
1654400784503	28	0.33494134384190877
1654400905260	29	0.34747130392673675
1654400985360	30	0.35289572604639374
1654401080447	31	0.3412541352410077
1654401170592	32	0.37546230022563004
1654401250807	33	0.3595369085822017
1654401346906	34	0.3466866885498222
1654401426971	35	0.3264392148986864
1654401516093	36	0.4376331051224308
1654401600412	37	0.3846066356862645
1654401683714	38	0.4078099633990618
1654401792527	39	0.45542031457345894
1654401867727	40	0.36871672527364624
1654401952809	41	0.48936897070801155
1654402034159	42	0.4473591206312947
1654402126623	43	0.4464495702955426
1654402217513	44	0.4119382152143521
1654402303461	45	0.41445189554663353
1654402397485	46	0.5008194903604231
1654402482584	47	0.54693811311159
1654402563598	48	0.49041020910947464
1654402653571	49	0.518212459053215
1654402735996	50	0.508910973204534
1654402827044	51	0.46279183153734293
1654402924256	52	0.5389936171515939
1654403018149	53	0.5542677303381343
1654403102262	54	0.5276230482212063
1654403190561	55	0.4509277830208904
1654403276744	56	0.522159772200596
1654403359040	57	0.4942695630063297
1654403458787	58	0.48902197856807467
1654403568051	59	0.538005351624273
1654403648077	60	0.5300508350249212
1654403743166	61	0.54329442059684
1654403828676	62	0.5879178115188662
1654403918385	63	0.5488620930142241
1654404004868	64	0.5735754757419613
1654404085088	65	0.5907578874871627
1654404160641	66	0.6184275343422898
1654404269524	67	0.5596670179032796
1654404354977	68	0.5659354860780652
1654404476602	69	0.6168795111529339
1654404573447	70	0.596198781519905
1654404674939	71	0.5670315485599379
1654404758609	72	0.5951310275557092
1654404851088	73	0.6162936504544562
1654404961080	74	0.549074753024498
1654405045501	75	0.5607079344994811
1654405136069	76	0.5675736986545974
1654405229602	77	0.6092881873552284
1654405314918	78	0.6372423465638818
1654405436121	79	0.6178791479001957
1654405524697	80	0.6116159471214039
1654405612149	81	0.6235974762133061
1654405694346	82	0.6496588879786737
1654405784714	83	0.6217771235540661
1654405879138	84	0.6589408053807384
1654405969979	85	0.6650579015539257
1654406053867	86	0.6454026383301081
1654406140093	87	0.6324487433377639
1654406263686	88	0.6657438952774098
1654406362375	89	0.6595766213693093
1654406457503	90	0.6722449627466139
1654406540318	91	0.6557141237293846
1654406620669	92	0.6467996058463551
1654406710176	93	0.6335823849380935
1654406787153	94	0.6581987049797422
1654406876428	95	0.638193676838146
1654406981721	96	0.6486229396749766
1654407087335	97	0.6384452096165912
1654407168302	98	0.6391739686295448
1654407296839	99	0.6938284747892522
