timestamp	step	main_output_loss
1654398276023	0	0.037150606513023376
1654398370325	1	0.005363732576370239
1654398467180	2	0.00394189078360796
1654398548648	3	0.0032142028212547302
1654398626926	4	0.0028538948390632868
1654398713620	5	0.0025118663907051086
1654398794352	6	0.002118009841069579
1654398870047	7	0.0018931817030534148
1654398963190	8	0.001938086119480431
1654399058956	9	0.001615228597074747
1654399147697	10	0.0015987022779881954
1654399242549	11	0.0015416864771395922
1654399338139	12	0.0015051248483359814
1654399409640	13	0.0012585873482748866
1654399520865	14	0.0012734158663079143
1654399602385	15	0.0011720283655449748
1654399689186	16	0.0010431538103148341
1654399780985	17	0.0011141285067424178
1654399879165	18	0.001160520943813026
1654399978751	19	0.0009100769530050457
1654400073079	20	0.001102177775464952
1654400148252	21	0.0008536223904229701
1654400228654	22	0.0008960036211647093
1654400316061	23	0.0008823667303659022
1654400405125	24	0.0008405735134147108
1654400495099	25	0.0007464654627256095
1654400580573	26	0.0009165667579509318
1654400693072	27	0.0008765921229496598
1654400777020	28	0.0009341739350929856
1654400897831	29	0.0007676535751670599
1654400977979	30	0.0007882732897996902
1654401072959	31	0.0009355441434308887
1654401163031	32	0.0006893632817082107
1654401243273	33	0.0007454821607097983
1654401339369	34	0.0007024339865893126
1654401419398	35	0.0008423643303103745
1654401508526	36	0.0007324822363443673
1654401592825	37	0.0007422611233778298
1654401675082	38	0.0006790633779019117
1654401784980	39	0.0006667340639978647
1654401860203	40	0.0009020782890729606
1654401945206	41	0.0005968383047729731
1654402026638	42	0.0006738316733390093
1654402118743	43	0.0006668820860795677
1654402209580	44	0.0007448142278008163
1654402295827	45	0.0006512525142170489
1654402389680	46	0.0006537407753057778
1654402475003	47	0.0007020945195108652
1654402555934	48	0.0006379575934261084
1654402646010	49	0.0006040694424882531
1654402728541	50	0.0006394658121280372
1654402819411	51	0.0005467445007525384
1654402916748	52	0.0005662156036123633
1654403010535	53	0.0006193580338731408
1654403094656	54	0.0004792993131559342
1654403182985	55	0.0007512241718359292
1654403269242	56	0.0006757950177416205
1654403351546	57	0.0005907503073103726
1654403450302	58	0.0005920185358263552
1654403560502	59	0.0007419527973979712
1654403640309	60	0.0006827214383520186
1654403735582	61	0.0005971668870188296
1654403821063	62	0.0006196749745868146
1654403910801	63	0.0005466226721182466
1654403997123	64	0.0007113564061000943
1654404077562	65	0.000598682148847729
1654404153055	66	0.0006713702459819615
1654404262011	67	0.0005226691719144583
1654404346318	68	0.0006058997241780162
1654404468919	69	0.000576975813601166
1654404565862	70	0.0006608606781810522
1654404667406	71	0.0005294649163261056
1654404750985	72	0.0004973036702722311
1654404843349	73	0.0006113403360359371
1654404953199	74	0.0004997041542083025
1654405037799	75	0.000618269550614059
1654405128433	76	0.0007082996307872236
1654405222056	77	0.0006143130012787879
1654405307355	78	0.0005442342953756452
1654405428520	79	0.0005367682315409184
1654405517142	80	0.0006476710550487041
1654405604563	81	0.0004941863007843494
1654405686801	82	0.0005238758749328554
1654405776965	83	0.0004749748622998595
1654405871523	84	0.00048257780144922435
1654405962242	85	0.0005637622089125216
1654406046320	86	0.0004454342706594616
1654406132380	87	0.000567278650123626
1654406256140	88	0.0004983987892046571
1654406354775	89	0.000706962775439024
1654406449957	90	0.000583816203288734
1654406532695	91	0.0005432479665614665
1654406613139	92	0.0005717856111004949
1654406702601	93	0.0004804069467354566
1654406779498	94	0.0004726366023533046
1654406868791	95	0.0006766386213712394
1654406974152	96	0.000493814586661756
1654407079560	97	0.0005006998544558883
1654407160730	98	0.00042698610923253
1654407289359	99	0.0005436351057142019
