timestamp	step	train_subparts_ap
1654398285710	0	0.0
1654398377616	1	0.0
1654398474555	2	0.0
1654398556257	3	0.0
1654398634583	4	0.0
1654398721862	5	0.0
1654398801704	6	0.0
1654398877728	7	0.0010956654532356422
1654398970635	8	0.003533689198758103
1654399066440	9	0.011615545490255234
1654399155206	10	0.027285045364221164
1654399249918	11	0.02849269052415818
1654399345623	12	0.07004662911434298
1654399417386	13	0.06609429654641663
1654399528439	14	0.06903957190845665
1654399609805	15	0.09301153446007733
1654399696706	16	0.10129860510966932
1654399788455	17	0.12904683393019123
1654399886623	18	0.11784761268073471
1654399986177	19	0.13676120540023606
1654400080649	20	0.15381615789073771
1654400155842	21	0.14281850808213242
1654400236035	22	0.17080040296014898
1654400323540	23	0.1730631309508423
1654400412672	24	0.1633141200873775
1654400502561	25	0.1923436238138992
1654400588105	26	0.16330809662848217
1654400700504	27	0.1270359245892243
1654400784508	28	0.19498419352839857
1654400905265	29	0.199497099033477
1654400985365	30	0.19690294250416024
1654401080452	31	0.19950418683251905
1654401170596	32	0.19606988881423612
1654401250812	33	0.20483622067072296
1654401346911	34	0.21903237066535658
1654401426975	35	0.20902707967093526
1654401516099	36	0.21070544059321994
1654401600418	37	0.2509819361932789
1654401683718	38	0.25114729098263777
1654401792532	39	0.2189688946360548
1654401867731	40	0.23565557667779446
1654401952814	41	0.2545489846610384
1654402034166	42	0.22336358016731186
1654402126656	43	0.2698065986243043
1654402217554	44	0.2768827407477219
1654402303466	45	0.2380758065174394
1654402397490	46	0.23720629174139124
1654402482589	47	0.29179953602791026
1654402563602	48	0.29765640824208917
1654402653576	49	0.27961838627049024
1654402736001	50	0.2578288740056435
1654402827051	51	0.266554663786496
1654402924261	52	0.2542021556615379
1654403018154	53	0.27703038063999663
1654403102268	54	0.2971698326770743
1654403190566	55	0.2802340358152212
1654403276750	56	0.2623124252451269
1654403359045	57	0.29289720399500474
1654403458791	58	0.29260928649656043
1654403568056	59	0.2767650976331347
1654403648083	60	0.3033889153186463
1654403743171	61	0.297799084762735
1654403828681	62	0.3048571832776913
1654403918391	63	0.29117145533575284
1654404004892	64	0.2867525379250759
1654404085092	65	0.3079026034254988
1654404160646	66	0.30104040930845954
1654404269529	67	0.30027544291727737
1654404354982	68	0.2735436296064457
1654404476607	69	0.30416511298879045
1654404573453	70	0.3320004653812483
1654404674944	71	0.2958070750267006
1654404758614	72	0.33044508846876897
1654404851093	73	0.33831459430282046
1654404961085	74	0.33089577742786025
1654405045506	75	0.37290369696134995
1654405136074	76	0.3018420856838659
1654405229607	77	0.3320699088975444
1654405314923	78	0.3304258077925366
1654405436126	79	0.33233710872119526
1654405524701	80	0.3259726792279355
1654405612151	81	0.3541963366994491
1654405694350	82	0.31828982375237275
1654405784732	83	0.3448734682170951
1654405879142	84	0.3685867986560122
1654405969984	85	0.39288310077452665
1654406053872	86	0.36283237230860965
1654406140097	87	0.3972344400346287
1654406263691	88	0.33325749668585736
1654406362379	89	0.35891246686044936
1654406457507	90	0.3496118758419135
1654406540323	91	0.3869976449530904
1654406620674	92	0.31824812190419177
1654406710181	93	0.34502050831187736
1654406787157	94	0.3499409812384335
1654406876433	95	0.35703735450514607
1654406981725	96	0.3458020254064664
1654407087349	97	0.3792349039354327
1654407168306	98	0.3892077169466604
1654407296844	99	0.3493655539778988
