               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                  79,            0.029784,            0.018393,           0.0025148,             0.94494,              0.8864,             0.92916,             0.69342,            0.023482,            0.014908,           0.0016914,            0.007426,            0.007426,            0.007426
                  80,            0.028687,            0.019194,           0.0023611,             0.97017,             0.87037,             0.92684,              0.7049,            0.022767,             0.01413,           0.0017672,            0.007393,            0.007393,            0.007393
                  81,            0.029265,            0.018312,            0.002551,             0.97345,             0.86516,             0.93356,             0.71393,            0.022326,            0.014359,           0.0015234,             0.00736,             0.00736,             0.00736
                  82,            0.028795,            0.018626,           0.0022622,             0.94322,             0.88497,             0.93007,             0.70968,            0.022721,            0.014447,           0.0017139,            0.007327,            0.007327,            0.007327
                  83,            0.029217,            0.018986,           0.0025388,               0.951,             0.88768,             0.93767,             0.70446,            0.022285,             0.01422,           0.0015126,            0.007294,            0.007294,            0.007294
                  84,            0.028733,             0.01967,           0.0022329,             0.95068,              0.8785,             0.92692,             0.70843,            0.023114,            0.014473,           0.0014463,            0.007261,            0.007261,            0.007261
                  85,            0.028024,             0.01802,           0.0023284,             0.92503,             0.88762,             0.93066,             0.70582,               0.022,              0.0142,           0.0014212,            0.007228,            0.007228,            0.007228
                  86,            0.029047,            0.018047,           0.0023978,             0.94387,             0.87312,             0.92527,             0.68761,            0.023211,            0.015075,           0.0014176,            0.007195,            0.007195,            0.007195
                  87,            0.027743,             0.01807,           0.0023739,             0.95594,             0.87236,             0.93526,              0.7151,            0.021995,            0.013857,           0.0014397,            0.007162,            0.007162,            0.007162
                  88,            0.028306,            0.018451,            0.002263,             0.94445,             0.89587,             0.93283,             0.72645,            0.021224,            0.013759,           0.0014095,            0.007129,            0.007129,            0.007129
                  89,            0.027177,            0.018159,           0.0023036,              0.9629,             0.87705,             0.93801,             0.72155,            0.022114,            0.014598,           0.0017277,            0.007096,            0.007096,            0.007096
                  90,            0.028284,             0.01807,           0.0023798,             0.93026,             0.89284,             0.92906,             0.71395,            0.022158,            0.014607,            0.001714,            0.007063,            0.007063,            0.007063
                  91,            0.027545,            0.017006,           0.0024505,             0.96999,             0.86859,             0.93201,             0.71159,            0.022316,             0.01397,             0.00161,             0.00703,             0.00703,             0.00703
                  92,            0.027719,            0.017331,           0.0022515,              0.9335,             0.90142,             0.93251,             0.71873,            0.021382,            0.014223,           0.0018096,            0.006997,            0.006997,            0.006997
                  93,            0.026615,            0.017903,           0.0023302,             0.94023,             0.90072,             0.93113,             0.72292,            0.021132,             0.01344,           0.0014201,            0.006964,            0.006964,            0.006964
                  94,            0.028517,            0.016874,           0.0022766,             0.92434,             0.89769,             0.93016,             0.71064,            0.022507,            0.014056,           0.0014483,            0.006931,            0.006931,            0.006931
                  95,            0.026963,            0.017721,           0.0023996,             0.96063,             0.88973,             0.93285,             0.73516,            0.021149,            0.013425,           0.0013529,            0.006898,            0.006898,            0.006898
                  96,            0.026465,            0.017372,           0.0023584,             0.95199,             0.89154,              0.9354,             0.73419,             0.02072,            0.013313,           0.0012961,            0.006865,            0.006865,            0.006865
                  97,            0.027505,            0.017494,           0.0021964,             0.95884,             0.89052,             0.93964,             0.72265,            0.020996,            0.013705,           0.0012918,            0.006832,            0.006832,            0.006832
                  98,            0.027045,            0.017933,           0.0021036,             0.95553,             0.90127,             0.93805,             0.72512,            0.021056,            0.013576,           0.0013346,            0.006799,            0.006799,            0.006799
                  99,            0.027512,            0.016934,           0.0024174,             0.95092,             0.89577,             0.93889,             0.72695,            0.021167,            0.013397,             0.00133,            0.006766,            0.006766,            0.006766
                 100,            0.026882,            0.017289,           0.0020931,             0.97734,             0.87253,             0.93253,             0.72031,             0.02125,            0.013267,           0.0013498,            0.006733,            0.006733,            0.006733
                 101,            0.026312,            0.016143,           0.0021307,             0.94664,             0.91511,             0.94007,             0.72543,            0.021447,            0.013564,           0.0013548,              0.0067,              0.0067,              0.0067
                 102,            0.026402,            0.016526,           0.0021643,             0.96053,             0.89734,             0.93246,             0.73948,            0.021125,            0.013346,           0.0014192,            0.006667,            0.006667,            0.006667
                 103,            0.027638,            0.018199,           0.0023222,             0.96458,             0.89163,             0.93933,             0.71475,            0.021466,            0.013518,           0.0013282,            0.006634,            0.006634,            0.006634
                 104,            0.025426,            0.016756,           0.0021753,             0.95018,             0.90387,              0.9388,             0.73118,            0.020643,            0.013592,           0.0014263,            0.006601,            0.006601,            0.006601
                 105,            0.026055,             0.01791,           0.0021701,             0.94557,             0.90222,             0.93589,             0.72748,             0.02107,            0.013371,           0.0012681,            0.006568,            0.006568,            0.006568
                 106,            0.026439,            0.017101,           0.0021117,             0.95313,             0.89803,               0.931,             0.72405,            0.020773,            0.013414,           0.0012535,            0.006535,            0.006535,            0.006535
                 107,             0.02585,            0.015688,           0.0019932,             0.95949,             0.89618,             0.93805,             0.73278,            0.021157,             0.01346,           0.0012741,            0.006502,            0.006502,            0.006502
                 108,            0.026584,            0.016948,           0.0022598,             0.92977,             0.90689,             0.94521,             0.72807,            0.020801,            0.014342,           0.0012842,            0.006469,            0.006469,            0.006469
                 109,            0.026088,             0.01816,           0.0021636,              0.9449,             0.89589,             0.94277,             0.72691,            0.020809,            0.013389,           0.0013703,            0.006436,            0.006436,            0.006436
                 110,            0.025627,            0.016191,           0.0021788,             0.96244,             0.89833,             0.94152,             0.73624,            0.020718,            0.013413,           0.0014398,            0.006403,            0.006403,            0.006403
                 111,            0.025329,            0.015948,           0.0020324,             0.96257,             0.90434,             0.93853,               0.743,            0.020393,            0.013205,           0.0013919,             0.00637,             0.00637,             0.00637
                 112,            0.025269,            0.017206,            0.002176,             0.92856,             0.90229,             0.94188,             0.74088,            0.019983,            0.012961,           0.0012677,            0.006337,            0.006337,            0.006337
                 113,            0.025782,            0.016433,           0.0020662,             0.95376,             0.89985,             0.93024,             0.72765,            0.021307,            0.013224,           0.0012443,            0.006304,            0.006304,            0.006304
                 114,            0.025409,            0.016914,           0.0020998,             0.94482,             0.91658,             0.93844,             0.72938,            0.020491,            0.013116,           0.0012904,            0.006271,            0.006271,            0.006271
                 115,            0.026373,            0.016563,           0.0023856,             0.96438,             0.89548,             0.93845,             0.74375,             0.01998,            0.012827,           0.0012775,            0.006238,            0.006238,            0.006238
                 116,             0.02653,            0.017426,           0.0021362,             0.96055,             0.89468,              0.9395,             0.74115,            0.019869,            0.012807,            0.001237,            0.006205,            0.006205,            0.006205
                 117,            0.025036,            0.016127,           0.0021434,             0.96146,             0.90489,             0.93795,              0.7441,            0.020119,            0.012611,           0.0012016,            0.006172,            0.006172,            0.006172
                 118,            0.024845,            0.016884,            0.002098,             0.96165,             0.90404,             0.94254,             0.74749,            0.019516,            0.012608,           0.0012743,            0.006139,            0.006139,            0.006139
                 119,            0.024506,            0.016107,           0.0019819,             0.95555,             0.91027,             0.94605,             0.75085,            0.019741,             0.01283,           0.0013621,            0.006106,            0.006106,            0.006106
                 120,            0.025797,            0.016291,           0.0021609,             0.95645,             0.90934,             0.94368,             0.75283,            0.019229,             0.01259,           0.0013192,            0.006073,            0.006073,            0.006073
                 121,            0.025279,            0.016521,           0.0020455,             0.96227,             0.88837,             0.94169,             0.74136,            0.019844,            0.012698,           0.0013337,             0.00604,             0.00604,             0.00604
                 122,            0.025477,             0.01626,           0.0021173,              0.9376,             0.92131,             0.94087,             0.74627,            0.020015,             0.01261,           0.0012334,            0.006007,            0.006007,            0.006007
                 123,            0.024905,            0.016479,           0.0021474,             0.96035,             0.89786,             0.94537,             0.75674,            0.020185,            0.012852,           0.0013205,            0.005974,            0.005974,            0.005974
                 124,            0.024524,            0.015769,            0.002012,             0.96518,             0.91418,             0.94502,             0.75879,            0.019377,             0.01238,           0.0012158,            0.005941,            0.005941,            0.005941
                 125,            0.025768,            0.016496,           0.0021728,             0.96091,             0.90529,             0.94256,             0.75158,            0.019527,            0.012487,           0.0012105,            0.005908,            0.005908,            0.005908
                 126,            0.024676,            0.016694,           0.0021049,             0.95321,             0.90695,             0.94232,             0.75592,            0.019031,            0.012627,           0.0012478,            0.005875,            0.005875,            0.005875
                 127,            0.025111,            0.016974,           0.0023559,             0.97455,             0.89251,             0.94988,             0.74828,            0.020157,            0.013003,           0.0013681,            0.005842,            0.005842,            0.005842
                 128,            0.024641,            0.015908,           0.0020573,             0.92698,             0.92098,             0.94305,             0.74656,            0.019361,            0.012553,            0.001383,            0.005809,            0.005809,            0.005809
                 129,            0.025134,            0.015944,           0.0021184,             0.94908,             0.90426,              0.9436,             0.74712,            0.019712,            0.012723,           0.0013191,            0.005776,            0.005776,            0.005776
                 130,            0.024364,            0.015706,           0.0020733,             0.96425,             0.89189,             0.93809,             0.74195,             0.02033,            0.013131,           0.0013844,            0.005743,            0.005743,            0.005743
                 131,            0.025121,            0.017125,           0.0020422,             0.97725,              0.8818,             0.94131,             0.74098,            0.019559,            0.012928,           0.0014751,             0.00571,             0.00571,             0.00571
                 132,            0.024332,            0.016321,           0.0020828,             0.96825,             0.90362,             0.94667,             0.75806,            0.018952,            0.012548,           0.0014696,            0.005677,            0.005677,            0.005677
                 133,            0.024832,            0.016262,           0.0023261,             0.97038,             0.90667,             0.94392,             0.75781,             0.01891,            0.012033,           0.0012783,            0.005644,            0.005644,            0.005644
                 134,             0.02345,            0.016084,           0.0019991,             0.98161,             0.88582,             0.93945,             0.76146,            0.019187,            0.012314,           0.0014453,            0.005611,            0.005611,            0.005611
                 135,            0.023974,            0.016656,           0.0020494,              0.9506,              0.9106,             0.93811,             0.75786,            0.019228,            0.012334,           0.0014097,            0.005578,            0.005578,            0.005578
                 136,            0.023633,            0.016115,           0.0020326,             0.96169,             0.89846,             0.93911,             0.75588,            0.019439,            0.012712,           0.0012944,            0.005545,            0.005545,            0.005545
                 137,            0.024257,            0.015514,           0.0019778,             0.95739,             0.91388,              0.9401,             0.75559,            0.019386,            0.012319,           0.0012418,            0.005512,            0.005512,            0.005512
                 138,            0.024413,            0.016849,           0.0020619,             0.95929,             0.91458,              0.9401,             0.75481,            0.019452,            0.012593,            0.001201,            0.005479,            0.005479,            0.005479
                 139,             0.02459,            0.017002,            0.002198,             0.94048,             0.92062,             0.94111,             0.75282,            0.019427,            0.012596,           0.0013056,            0.005446,            0.005446,            0.005446
                 140,            0.023376,            0.015732,           0.0019248,             0.96268,             0.90538,             0.94387,             0.75781,            0.019382,            0.012666,           0.0014469,            0.005413,            0.005413,            0.005413
                 141,            0.023409,            0.016083,           0.0020128,             0.97294,              0.9104,             0.94529,             0.76065,            0.019106,            0.012694,           0.0012595,             0.00538,             0.00538,             0.00538
                 142,            0.023667,            0.016513,           0.0021302,             0.95212,             0.90905,             0.95201,              0.7641,            0.019145,            0.012687,           0.0012493,            0.005347,            0.005347,            0.005347
                 143,            0.024245,            0.015286,           0.0020756,             0.96956,             0.90937,             0.94762,             0.76478,             0.01908,            0.012276,            0.001371,            0.005314,            0.005314,            0.005314
                 144,            0.024623,            0.015015,            0.002133,             0.95658,             0.90215,             0.94147,              0.7563,            0.018881,            0.012564,           0.0014445,            0.005281,            0.005281,            0.005281
                 145,            0.023565,            0.015538,           0.0020207,             0.96688,             0.90998,             0.94556,             0.75977,            0.018571,            0.012285,            0.001421,            0.005248,            0.005248,            0.005248
                 146,            0.023863,            0.016947,           0.0020652,             0.96909,             0.90078,             0.94224,             0.76246,            0.018965,            0.012704,           0.0013642,            0.005215,            0.005215,            0.005215
                 147,            0.023775,            0.015574,           0.0020672,             0.95513,             0.91178,             0.94427,             0.76092,            0.018496,            0.012553,           0.0012317,            0.005182,            0.005182,            0.005182
                 148,            0.022577,            0.015967,           0.0019612,             0.94736,             0.91769,             0.94043,             0.76725,             0.01849,             0.01247,            0.001222,            0.005149,            0.005149,            0.005149
                 149,            0.024166,             0.01529,           0.0022405,             0.95294,             0.91443,             0.94427,             0.76312,            0.018855,            0.012649,           0.0012441,            0.005116,            0.005116,            0.005116
                 150,            0.022766,            0.015547,           0.0018667,             0.96301,             0.91149,              0.9483,             0.76858,            0.018713,            0.012611,           0.0011926,            0.005083,            0.005083,            0.005083
                 151,            0.023358,             0.01647,           0.0020764,              0.9596,             0.90724,             0.94814,              0.7665,            0.018799,            0.012124,           0.0012186,             0.00505,             0.00505,             0.00505
                 152,            0.022891,             0.01614,           0.0019391,             0.95377,             0.92358,             0.95226,             0.76678,            0.018774,            0.012311,           0.0012106,            0.005017,            0.005017,            0.005017
                 153,            0.023315,            0.015743,           0.0021072,             0.96612,             0.90538,             0.95025,             0.76477,            0.018755,             0.01267,           0.0011958,            0.004984,            0.004984,            0.004984
                 154,            0.022664,            0.015331,           0.0019427,             0.97075,              0.9155,             0.94858,             0.76453,            0.018747,            0.012039,           0.0012376,            0.004951,            0.004951,            0.004951
                 155,            0.022542,            0.015376,            0.001819,             0.96359,             0.91614,             0.94998,             0.76726,            0.018584,            0.012318,           0.0012053,            0.004918,            0.004918,            0.004918
                 156,             0.02258,             0.01501,           0.0019782,             0.96013,              0.9175,             0.94564,             0.77318,            0.018062,             0.01212,           0.0012793,            0.004885,            0.004885,            0.004885
                 157,            0.023532,            0.016315,           0.0021458,             0.95127,             0.92432,             0.94789,             0.77134,            0.018224,            0.012039,           0.0012553,            0.004852,            0.004852,            0.004852
                 158,            0.023214,            0.015757,           0.0020017,             0.96828,             0.91027,             0.94299,             0.76867,            0.018428,            0.011922,           0.0013225,            0.004819,            0.004819,            0.004819
                 159,            0.023405,            0.015368,           0.0020042,             0.95826,             0.91306,             0.94178,             0.76144,            0.018886,            0.012088,           0.0012577,            0.004786,            0.004786,            0.004786
                 160,            0.022655,            0.015972,           0.0019048,             0.97288,             0.89832,             0.94668,             0.77738,            0.017933,            0.011767,           0.0011746,            0.004753,            0.004753,            0.004753
                 161,            0.022642,            0.015455,           0.0018409,             0.96634,             0.90049,             0.94504,             0.77027,            0.018281,            0.011906,           0.0012191,             0.00472,             0.00472,             0.00472
                 162,            0.023049,            0.016168,           0.0019591,             0.95929,             0.91344,             0.94929,             0.77524,            0.018394,            0.011799,           0.0011911,            0.004687,            0.004687,            0.004687
                 163,            0.022829,             0.01588,           0.0020435,             0.94898,             0.93331,             0.94751,              0.7702,            0.018348,            0.011896,           0.0011682,            0.004654,            0.004654,            0.004654
